año,region,equipo,win_pct,partidos
2022,SUR,OLIMPO,0.46534653465346537,101
2022,SUR,QUILMES A.C.,0.6574074074074074,108
2022,SUR,RACING CLUB,0.5094339622641509,106
2022,SUR,SOCIAL LANUS,0.4854368932038835,103
2022,SUR,SPORTIVO ALSINA ORO,0.2976190476190476,84
2022,SUR,TALLERES,0.24468085106382978,94
2022,SUR,TAPONAZO  FUTBOL CLUB,0.5294117647058824,85
2022,SUR,TEMPERLEY,0.3883495145631068,103
2022,SUR,TRISTAN SUAREZ,0.5714285714285714,105
2022,SUR,VARELA JRS,0.6470588235294118,102
2022,SUR,VILLA ESPAÑA,0.3939393939393939,99
2022,SUR,VILLEGAS BASQUET,0.4811320754716981,106
2022,SUR,WILDE SPORTING,0.675,40
2023,CENTRO,17 DE AGOSTO,0.29591836734693877,98
2023,CENTRO,ALL BOYS BLANCO,0.5288461538461539,104
2023,CENTRO,ALL BOYS NEGRO,0.15476190476190477,84
2023,CENTRO,APV,0.47,100
2023,CENTRO,ARGENTINOS JUNIORS,0.6796116504854369,103
2023,CENTRO,ARMENIA,0.6633663366336634,101
2023,CENTRO,ARQUITECTURA NEGRO,0.5480769230769231,104
2023,CENTRO,CIRCULO URQUIZA AZUL,0.5463917525773195,97
2023,CENTRO,CIRCULO URQUIZA BLANCO,0.27058823529411763,85
2023,CENTRO,CIUDAD DE BUENOS AIRES B,0.56,100
2023,CENTRO,COLEGIALES BLANCO,0.22,100
2023,CENTRO,COLEGIALES NEGRO,0.5529411764705883,85
2023,CENTRO,COMUNICACIONES,0.6764705882352942,102
2023,CENTRO,COPELLO,0.4574468085106383,94
2023,CENTRO,"DEPORTIVO CROVARA  ""A""",0.5904761904761905,105
2023,CENTRO,DEPORTIVO CROVARA B,0.41304347826086957,46
2023,CENTRO,EL TALAR,0.35714285714285715,98
2023,CENTRO,ESTRELLA DE BOEDO,0.42,100
2023,CENTRO,FERROCARRIL OESTE A,0.875,40
2023,CENTRO,FERROCARRIL OESTE B,0.46938775510204084,98
